X,Y,Name,description,timestamp,begin,end,altitudeMode,tessellate,extrude,visibility,drawOrder,icon,DEPARTAMENTO,MUNICIPIO,RED,CODIGO__ESTABLECIMIENTO,TIPO,SUB_SEC,NIVEL,INSTITUCION,AMBITO,ZONA_O_BARRIO,DIRECCION_DEL_ESTABLECIMIENTO,HORARIO_DE_ATENCION,HORARIO,No_CAMAS_EMERGENCIA,No_CAMAS_OBSERVACION,No_CAMAS_INTERNACION,No_CAMAS_UTI,No_CAMAS_UCI,No_MEDICO_C_ITEM,No_LIC_ENF_C_ITEM,No_AUX_ENF_C_ITEM,No_MEDICO_C_CONTRATO,No_LIC_ENF_C_CONTRATO,No_AUX_ENF_C_CONTRATO,TOTAL_MEDICOS,TOTAL_LIC_ENFERMERAS,TOTAL_AUX_ENFERMERAS,TOTAL_RR_HH_BATA_BLANCA,OTROS_RRHH_C_ITEM,OTROS_RRHH_C_CONTRATO,TOTAL_RR_HH_BATA_GRIS,TELEFONO_ESTABLECIMIENTO,NOMBRE_DIRECTOR,CELULAR_RESPONSABLE,POBLAC_PROYEC_2022,LATITUD,LONGITUD,icon_url
-68.1658,-16.48897,HOSPITAL MUNICIPAL LA PORTADA,DEPARTAMENTO: LA PAZ    <br>MUNICIPIO: LA PAZ                        <br>RED: RED - 2 NOR OESTE        <br>CODIGO  ESTABLECIMIENTO: 200857<br>TIPO: HOSPITAL SEGUNDO NIVEL<br>SUB SEC: Público                       <br>NIVEL: 2do NIVEL <br>INSTITUCION: G.A.M.                             <br>AMBITO: U<br>ZONA O BARRIO: LA PORTADA <br>DIRECCION DEL ESTABLECIMIENTO: AV. FLORIDA <br>HORARIO DE ATENCION: 24 Hrs.<br>HORARIO: CONTINUO<br>No CAMAS EMERGENCIA: 5<br>No CAMAS OBSERVACION: 1<br>No CAMAS INTERNACION: 66<br>No CAMAS UTI: 6<br>No CAMAS UCI: 0<br>No MEDICO C/ITEM: 0<br>No LIC.ENF C/ITEM: 0<br>No AUX ENF C/ITEM: 0<br>No MEDICO C/CONTRATO: 0<br>No LIC ENF C/CONTRATO: 0<br>No AUX ENF C/CONTRATO: 15<br>TOTAL MEDICOS: 0<br>TOTAL LIC ENFERMERAS: 0<br>TOTAL AUX ENFERMERAS: 15<br>TOTAL RR HH BATA BLANCA: 15<br>OTROS RRHH C/ITEM: 11<br>OTROS RRHH C/CONTRATO: 44<br>TOTAL RR HH BATA GRIS: 55<br>TELEFONO ESTABLECIMIENTO: 2650960<br>NOMBRE DIRECTOR: Dra.FATIMA MARIA SOL KATHERINE VERDUGUEZ LINARES<br>CELULAR RESPONSABLE: 78993655<br>POBLAC PROYEC 2022: 956732<br>LATITUD: -16.48897<br>LONGITUD: -68.16580,,,,,"-1","0","-1",,,LA PAZ    ,LA PAZ                        ,RED - 2 NOR OESTE        ,"200857.0",HOSPITAL SEGUNDO NIVEL,Público                       ,2do NIVEL ,G.A.M.                             ,U,LA PORTADA ,AV. FLORIDA ,24 Hrs.,CONTINUO,"5.0","1.0","66.0","6.0","0.0","0.0","0.0","0.0","0.0","0.0","15.0","0.0","0.0","15.0","15.0","11.0","44.0","55.0","2650960",Dra.FATIMA MARIA SOL KATHERINE VERDUGUEZ LINARES,"7.8993655E7","956732.0","-16.48897","-68.16580",
-68.12167,-16.48564,HOSPITAL ARCO IRIS   ,DEPARTAMENTO: LA PAZ    <br>MUNICIPIO: LA PAZ                        <br>RED: RED - 3 NORTE CENTRAL    <br>CODIGO  ESTABLECIMIENTO: 200004<br>TIPO: HOSPITAL SEGUNDO NIVEL<br>SUB SEC: Organismos Privados           <br>NIVEL: 2do NIVEL <br>INSTITUCION: Entidades Privadas                 <br>AMBITO: U<br>ZONA O BARRIO: GRAFICO<br>DIRECCION DEL ESTABLECIMIENTO: AVENIDA 15 DE ABRIL<br>HORARIO DE ATENCION: 24 Hrs.<br>HORARIO: CONTINUO<br>No CAMAS EMERGENCIA: 6<br>No CAMAS OBSERVACION: 3<br>No CAMAS INTERNACION: 84<br>No CAMAS UTI: 4<br>No CAMAS UCI: 8<br>No MEDICO C/ITEM: 0<br>No LIC.ENF C/ITEM: 0<br>No AUX ENF C/ITEM: 0<br>No MEDICO C/CONTRATO: 21<br>No LIC ENF C/CONTRATO: 22<br>No AUX ENF C/CONTRATO: 58<br>TOTAL MEDICOS: 21<br>TOTAL LIC ENFERMERAS: 22<br>TOTAL AUX ENFERMERAS: 58<br>TOTAL RR HH BATA BLANCA: 101<br>OTROS RRHH C/ITEM: 0<br>OTROS RRHH C/CONTRATO: 82<br>TOTAL RR HH BATA GRIS: 82<br>TELEFONO ESTABLECIMIENTO: 2260058<br>NOMBRE DIRECTOR: Dr.YAEL CAZON ANGELO<br>CELULAR RESPONSABLE: <br>POBLAC PROYEC 2022: 956732<br>LATITUD: -16.48564<br>LONGITUD: -68.12167,,,,,"-1","0","-1",,,LA PAZ    ,LA PAZ                        ,RED - 3 NORTE CENTRAL    ,"200004.0",HOSPITAL SEGUNDO NIVEL,Organismos Privados           ,2do NIVEL ,Entidades Privadas                 ,U,GRAFICO,AVENIDA 15 DE ABRIL,24 Hrs.,CONTINUO,"6.0","3.0","84.0","4.0","8.0","0.0","0.0","0.0","21.0","22.0","58.0","21.0","22.0","58.0","101.0","0.0","82.0","82.0","2260058",Dr.YAEL CAZON ANGELO,,"956732.0","-16.48564","-68.12167",
-68.11449,-16.46956,HOSPITAL SAN FRANCISCO DE ASIS  ,DEPARTAMENTO: LA PAZ    <br>MUNICIPIO: LA PAZ                        <br>RED: RED - 3 NORTE CENTRAL    <br>CODIGO  ESTABLECIMIENTO: 200060<br>TIPO: HOSPITAL SEGUNDO NIVEL<br>SUB SEC: Iglesia                       <br>NIVEL: 2do NIVEL <br>INSTITUCION: Iglesia Católica                   <br>AMBITO: U<br>ZONA O BARRIO: VILLA EL CARMEN <br>DIRECCION DEL ESTABLECIMIENTO: C/COSTANERA   Nº 1<br>HORARIO DE ATENCION: 24 Hrs.<br>HORARIO: CONTINUO<br>No CAMAS EMERGENCIA: 2<br>No CAMAS OBSERVACION: 2<br>No CAMAS INTERNACION: 25<br>No CAMAS UTI: 2<br>No CAMAS UCI: 0<br>No MEDICO C/ITEM: 2<br>No LIC.ENF C/ITEM: 2<br>No AUX ENF C/ITEM: 11<br>No MEDICO C/CONTRATO: 0<br>No LIC ENF C/CONTRATO: 0<br>No AUX ENF C/CONTRATO: 0<br>TOTAL MEDICOS: 2<br>TOTAL LIC ENFERMERAS: 2<br>TOTAL AUX ENFERMERAS: 11<br>TOTAL RR HH BATA BLANCA: 15<br>OTROS RRHH C/ITEM: 14<br>OTROS RRHH C/CONTRATO: 3<br>TOTAL RR HH BATA GRIS: 17<br>TELEFONO ESTABLECIMIENTO: 2260058<br>NOMBRE DIRECTOR: Dr.FRANZ EDUARDO ZAPATA URIA<br>CELULAR RESPONSABLE: <br>POBLAC PROYEC 2022: 956732<br>LATITUD: -16.46956<br>LONGITUD: -68.11449,,,,,"-1","0","-1",,,LA PAZ    ,LA PAZ                        ,RED - 3 NORTE CENTRAL    ,"200060.0",HOSPITAL SEGUNDO NIVEL,Iglesia                       ,2do NIVEL ,Iglesia Católica                   ,U,VILLA EL CARMEN ,C/COSTANERA   Nº 1,24 Hrs.,CONTINUO,"2.0","2.0","25.0","2.0","0.0","2.0","2.0","11.0","0.0","0.0","0.0","2.0","2.0","11.0","15.0","14.0","3.0","17.0","2260058",Dr.FRANZ EDUARDO ZAPATA URIA,,"956732.0","-16.46956","-68.11449",
-68.11765,-16.47079,HOSPITAL LA MERCED,DEPARTAMENTO: LA PAZ    <br>MUNICIPIO: LA PAZ                        <br>RED: RED - 3 NORTE CENTRAL    <br>CODIGO  ESTABLECIMIENTO: 200752<br>TIPO: HOSPITAL SEGUNDO NIVEL<br>SUB SEC: Público                       <br>NIVEL: 2do NIVEL <br>INSTITUCION: G.A.M.                             <br>AMBITO: U<br>ZONA O BARRIO: Z/LA MERCED<br>DIRECCION DEL ESTABLECIMIENTO: C/VILLA ASPIAZU<br>HORARIO DE ATENCION: 24 Hrs.<br>HORARIO: CONTINUO<br>No CAMAS EMERGENCIA: 10<br>No CAMAS OBSERVACION: 2<br>No CAMAS INTERNACION: 41<br>No CAMAS UTI: 0<br>No CAMAS UCI: 3<br>No MEDICO C/ITEM: 9<br>No LIC.ENF C/ITEM: 0<br>No AUX ENF C/ITEM: 0<br>No MEDICO C/CONTRATO: 53<br>No LIC ENF C/CONTRATO: 45<br>No AUX ENF C/CONTRATO: 40<br>TOTAL MEDICOS: 62<br>TOTAL LIC ENFERMERAS: 45<br>TOTAL AUX ENFERMERAS: 40<br>TOTAL RR HH BATA BLANCA: 147<br>OTROS RRHH C/ITEM: 3<br>OTROS RRHH C/CONTRATO: 61<br>TOTAL RR HH BATA GRIS: 64<br>TELEFONO ESTABLECIMIENTO: 26500000<br>NOMBRE DIRECTOR: Dr.MARIO IVAR PACHECO CORDOZO<br>CELULAR RESPONSABLE: 76504546<br>POBLAC PROYEC 2022: 956732<br>LATITUD: -16.47079<br>LONGITUD: -68.11765,,,,,"-1","0","-1",,,LA PAZ    ,LA PAZ                        ,RED - 3 NORTE CENTRAL    ,"200752.0",HOSPITAL SEGUNDO NIVEL,Público                       ,2do NIVEL ,G.A.M.                             ,U,Z/LA MERCED,C/VILLA ASPIAZU,24 Hrs.,CONTINUO,"10.0","2.0","41.0","0.0","3.0","9.0","0.0","0.0","53.0","45.0","40.0","62.0","45.0","40.0","147.0","3.0","61.0","64.0","26500000",Dr.MARIO IVAR PACHECO CORDOZO,"7.6504546E7","956732.0","-16.47079","-68.11765",
-68.12006,-16.50395,CLINICA  AMID S.R.L.,DEPARTAMENTO: LA PAZ    <br>MUNICIPIO: LA PAZ                        <br>RED: RED - 3 NORTE CENTRAL    <br>CODIGO  ESTABLECIMIENTO: 200890<br>TIPO: HOSPITAL SEGUNDO NIVEL<br>SUB SEC: Organismos Privados           <br>NIVEL: 2do NIVEL <br>INSTITUCION: Entidades Privadas                 <br>AMBITO: U<br>ZONA O BARRIO: MIRAFLORES <br>DIRECCION DEL ESTABLECIMIENTO: CLAUDIO SANJINEZ  N°1558<br>HORARIO DE ATENCION: 24 Hrs.<br>HORARIO: CONTINUO<br>No CAMAS EMERGENCIA: 1<br>No CAMAS OBSERVACION: 1<br>No CAMAS INTERNACION: 22<br>No CAMAS UTI: 1<br>No CAMAS UCI: 1<br>No MEDICO C/ITEM: 1<br>No LIC.ENF C/ITEM: 0<br>No AUX ENF C/ITEM: 0<br>No MEDICO C/CONTRATO: 2<br>No LIC ENF C/CONTRATO: 2<br>No AUX ENF C/CONTRATO: 3<br>TOTAL MEDICOS: 3<br>TOTAL LIC ENFERMERAS: 2<br>TOTAL AUX ENFERMERAS: 3<br>TOTAL RR HH BATA BLANCA: 8<br>OTROS RRHH C/ITEM: 4<br>OTROS RRHH C/CONTRATO: 3<br>TOTAL RR HH BATA GRIS: 7<br>TELEFONO ESTABLECIMIENTO: 2226767<br>NOMBRE DIRECTOR: Dr.BORIS TORANZO SUAREZ<br>CELULAR RESPONSABLE: <br>POBLAC PROYEC 2022: 956732<br>LATITUD: -16.50395<br>LONGITUD: -68.12006,,,,,"-1","0","-1",,,LA PAZ    ,LA PAZ                        ,RED - 3 NORTE CENTRAL    ,"200890.0",HOSPITAL SEGUNDO NIVEL,Organismos Privados           ,2do NIVEL ,Entidades Privadas                 ,U,MIRAFLORES ,CLAUDIO SANJINEZ  N°1558,24 Hrs.,CONTINUO,"1.0","1.0","22.0","1.0","1.0","1.0","0.0","0.0","2.0","2.0","3.0","3.0","2.0","3.0","8.0","4.0","3.0","7.0","2226767",Dr.BORIS TORANZO SUAREZ,,"956732.0","-16.50395","-68.12006",
-68.12219,-16.47857,CLINICA SANTA TERESA,DEPARTAMENTO: LA PAZ    <br>MUNICIPIO: LA PAZ                        <br>RED: RED - 3 NORTE CENTRAL    <br>CODIGO  ESTABLECIMIENTO: 200891<br>TIPO: HOSPITAL SEGUNDO NIVEL<br>SUB SEC: Organismos Privados           <br>NIVEL: 2do NIVEL <br>INSTITUCION: Entidades Privadas                 <br>AMBITO: U<br>ZONA O BARRIO: MIRAFLORES <br>DIRECCION DEL ESTABLECIMIENTO: CALLE PARAGUAY<br>HORARIO DE ATENCION: 24 Hrs.<br>HORARIO: CONTINUO<br>No CAMAS EMERGENCIA: 2<br>No CAMAS OBSERVACION: 0<br>No CAMAS INTERNACION: 17<br>No CAMAS UTI: 1<br>No CAMAS UCI: 0<br>No MEDICO C/ITEM: 0<br>No LIC.ENF C/ITEM: 0<br>No AUX ENF C/ITEM: 0<br>No MEDICO C/CONTRATO: 2<br>No LIC ENF C/CONTRATO: 1<br>No AUX ENF C/CONTRATO: 2<br>TOTAL MEDICOS: 2<br>TOTAL LIC ENFERMERAS: 1<br>TOTAL AUX ENFERMERAS: 2<br>TOTAL RR HH BATA BLANCA: 5<br>OTROS RRHH C/ITEM: 0<br>OTROS RRHH C/CONTRATO: 3<br>TOTAL RR HH BATA GRIS: 3<br>TELEFONO ESTABLECIMIENTO: 2245804<br>NOMBRE DIRECTOR: Dra.LILIAM ZAMBRANA CHUQUIMIA<br>CELULAR RESPONSABLE: <br>POBLAC PROYEC 2022: 956732<br>LATITUD: -16.47857<br>LONGITUD: -68.12219,,,,,"-1","0","-1",,,LA PAZ    ,LA PAZ                        ,RED - 3 NORTE CENTRAL    ,"200891.0",HOSPITAL SEGUNDO NIVEL,Organismos Privados           ,2do NIVEL ,Entidades Privadas                 ,U,MIRAFLORES ,CALLE PARAGUAY,24 Hrs.,CONTINUO,"2.0","0.0","17.0","1.0","0.0","0.0","0.0","0.0","2.0","1.0","2.0","2.0","1.0","2.0","5.0","0.0","3.0","3.0","2245804",Dra.LILIAM ZAMBRANA CHUQUIMIA,,"956732.0","-16.47857","-68.12219",
-68.11936,-16.48971,INSTITUTO DE ONCOHEMATOLOGÍA ,DEPARTAMENTO: LA PAZ    <br>MUNICIPIO: LA PAZ                        <br>RED: RED - 3 NORTE CENTRAL    <br>CODIGO  ESTABLECIMIENTO: 200893<br>TIPO: HOSPITAL SEGUNDO NIVEL<br>SUB SEC: Organismos Privados           <br>NIVEL: 2do NIVEL <br>INSTITUCION: Entidades Privadas                 <br>AMBITO: U<br>ZONA O BARRIO: MIRAFLORES <br>DIRECCION DEL ESTABLECIMIENTO: Nicaragua<br>HORARIO DE ATENCION: 24 Hrs.<br>HORARIO: CONTINUO<br>No CAMAS EMERGENCIA: 0<br>No CAMAS OBSERVACION: 0<br>No CAMAS INTERNACION: 6<br>No CAMAS UTI: 0<br>No CAMAS UCI: 0<br>No MEDICO C/ITEM: 0<br>No LIC.ENF C/ITEM: 0<br>No AUX ENF C/ITEM: 0<br>No MEDICO C/CONTRATO: 1<br>No LIC ENF C/CONTRATO: 2<br>No AUX ENF C/CONTRATO: 0<br>TOTAL MEDICOS: 1<br>TOTAL LIC ENFERMERAS: 2<br>TOTAL AUX ENFERMERAS: 0<br>TOTAL RR HH BATA BLANCA: 3<br>OTROS RRHH C/ITEM: 0<br>OTROS RRHH C/CONTRATO: 4<br>TOTAL RR HH BATA GRIS: 4<br>TELEFONO ESTABLECIMIENTO: 2242529<br>NOMBRE DIRECTOR: Dr.RICARDO AMARU LUCANA <br>CELULAR RESPONSABLE: <br>POBLAC PROYEC 2022: 956732<br>LATITUD: -16.48971<br>LONGITUD: -68.11936,,,,,"-1","0","-1",,,LA PAZ    ,LA PAZ                        ,RED - 3 NORTE CENTRAL    ,"200893.0",HOSPITAL SEGUNDO NIVEL,Organismos Privados           ,2do NIVEL ,Entidades Privadas                 ,U,MIRAFLORES ,Nicaragua,24 Hrs.,CONTINUO,"0.0","0.0","6.0","0.0","0.0","0.0","0.0","0.0","1.0","2.0","0.0","1.0","2.0","0.0","3.0","0.0","4.0","4.0","2242529",Dr.RICARDO AMARU LUCANA ,,"956732.0","-16.48971","-68.11936",
-68.116458,-16.491133,HOSPITAL SAN GABRIEL  ,DEPARTAMENTO: LA PAZ    <br>MUNICIPIO: LA PAZ                        <br>RED: RED - 4 ESTE (N)         <br>CODIGO  ESTABLECIMIENTO: 200066<br>TIPO: HOSPITAL SEGUNDO NIVEL<br>SUB SEC: Organismos no Gubernamentales <br>NIVEL: 2do NIVEL <br>INSTITUCION: Fundación Pro Centro del Quemado   <br>AMBITO: U<br>ZONA O BARRIO: VILLA COPACABANA<br>DIRECCION DEL ESTABLECIMIENTO: AV. NUÑEZ DEL PRADO ESQ. PEDRO VILLAMIL<br>HORARIO DE ATENCION: 24 Hrs.<br>HORARIO: CONTINUO<br>No CAMAS EMERGENCIA: 2<br>No CAMAS OBSERVACION: 2<br>No CAMAS INTERNACION: 47<br>No CAMAS UTI: 0<br>No CAMAS UCI: 0<br>No MEDICO C/ITEM: 0<br>No LIC.ENF C/ITEM: 0<br>No AUX ENF C/ITEM: 0<br>No MEDICO C/CONTRATO: 1<br>No LIC ENF C/CONTRATO: 4<br>No AUX ENF C/CONTRATO: 6<br>TOTAL MEDICOS: 1<br>TOTAL LIC ENFERMERAS: 4<br>TOTAL AUX ENFERMERAS: 6<br>TOTAL RR HH BATA BLANCA: 11<br>OTROS RRHH C/ITEM: 0<br>OTROS RRHH C/CONTRATO: 10<br>TOTAL RR HH BATA GRIS: 10<br>TELEFONO ESTABLECIMIENTO: 2242529<br>NOMBRE DIRECTOR: Dr.JUAN RAMIRO CISNEROS DEL CARPIO<br>CELULAR RESPONSABLE: <br>POBLAC PROYEC 2022: 956732<br>LATITUD: -16.491133<br>LONGITUD: -68.116458,,,,,"-1","0","-1",,,LA PAZ    ,LA PAZ                        ,RED - 4 ESTE (N)         ,"200066.0",HOSPITAL SEGUNDO NIVEL,Organismos no Gubernamentales ,2do NIVEL ,Fundación Pro Centro del Quemado   ,U,VILLA COPACABANA,AV. NUÑEZ DEL PRADO ESQ. PEDRO VILLAMIL,24 Hrs.,CONTINUO,"2.0","2.0","47.0","0.0","0.0","0.0","0.0","0.0","1.0","4.0","6.0","1.0","4.0","6.0","11.0","0.0","10.0","10.0","2242529",Dr.JUAN RAMIRO CISNEROS DEL CARPIO,,"956732.0","-16.491133","-68.116458",
-68.095843,-16.541158,HOSPITAL VIRGEN DE COPACABANA ,DEPARTAMENTO: LA PAZ    <br>MUNICIPIO: LA PAZ                        <br>RED: RED - 5 SUR              <br>CODIGO  ESTABLECIMIENTO: 200632<br>TIPO: HOSPITAL SEGUNDO NIVEL<br>SUB SEC: Policia Nacional              <br>NIVEL: 2do NIVEL <br>INSTITUCION: Policia Nacional                   <br>AMBITO: U<br>ZONA O BARRIO: Z/SEGUENCOMA BAJO<br>DIRECCION DEL ESTABLECIMIENTO: AV.HUGO ERNEST  N°. 7404<br>HORARIO DE ATENCION: 24 Hrs.<br>HORARIO: CONTINUO<br>No CAMAS EMERGENCIA: 1<br>No CAMAS OBSERVACION: 0<br>No CAMAS INTERNACION: 18<br>No CAMAS UTI: 0<br>No CAMAS UCI: 0<br>No MEDICO C/ITEM: 20<br>No LIC.ENF C/ITEM: 12<br>No AUX ENF C/ITEM: 32<br>No MEDICO C/CONTRATO: 0<br>No LIC ENF C/CONTRATO: 0<br>No AUX ENF C/CONTRATO: 0<br>TOTAL MEDICOS: 20<br>TOTAL LIC ENFERMERAS: 12<br>TOTAL AUX ENFERMERAS: 32<br>TOTAL RR HH BATA BLANCA: 64<br>OTROS RRHH C/ITEM: 46<br>OTROS RRHH C/CONTRATO: 0<br>TOTAL RR HH BATA GRIS: 46<br>TELEFONO ESTABLECIMIENTO: 2784561<br>NOMBRE DIRECTOR: Dr.ALEJANDRO BERNAL SAAVEDRA<br>CELULAR RESPONSABLE: <br>POBLAC PROYEC 2022: 956732<br>LATITUD: -16.541158<br>LONGITUD: -68.095843,,,,,"-1","0","-1",,,LA PAZ    ,LA PAZ                        ,RED - 5 SUR              ,"200632.0",HOSPITAL SEGUNDO NIVEL,Policia Nacional              ,2do NIVEL ,Policia Nacional                   ,U,Z/SEGUENCOMA BAJO,AV.HUGO ERNEST  N°. 7404,24 Hrs.,CONTINUO,"1.0","0.0","18.0","0.0","0.0","20.0","12.0","32.0","0.0","0.0","0.0","20.0","12.0","32.0","64.0","46.0","0.0","46.0","2784561",Dr.ALEJANDRO BERNAL SAAVEDRA,,"956732.0","-16.541158","-68.095843",
-68.10437,-16.52689,HOSPITAL METODISTA  ,DEPARTAMENTO: LA PAZ    <br>MUNICIPIO: LA PAZ                        <br>RED: RED - 5 SUR              <br>CODIGO  ESTABLECIMIENTO: 200642<br>TIPO: HOSPITAL SEGUNDO NIVEL<br>SUB SEC: Iglesia                       <br>NIVEL: 2do NIVEL <br>INSTITUCION: No Católica                        <br>AMBITO: U<br>ZONA O BARRIO: OBRAJES<br>DIRECCION DEL ESTABLECIMIENTO: AV. 14 DE SEPTIEMBRE  C/12<br>HORARIO DE ATENCION: 24 Hrs.<br>HORARIO: CONTINUO<br>No CAMAS EMERGENCIA: 2<br>No CAMAS OBSERVACION: 2<br>No CAMAS INTERNACION: 30<br>No CAMAS UTI: 8<br>No CAMAS UCI: 12<br>No MEDICO C/ITEM: 0<br>No LIC.ENF C/ITEM: 0<br>No AUX ENF C/ITEM: 0<br>No MEDICO C/CONTRATO: 4<br>No LIC ENF C/CONTRATO: 15<br>No AUX ENF C/CONTRATO: 17<br>TOTAL MEDICOS: 4<br>TOTAL LIC ENFERMERAS: 15<br>TOTAL AUX ENFERMERAS: 17<br>TOTAL RR HH BATA BLANCA: 36<br>OTROS RRHH C/ITEM: 0<br>OTROS RRHH C/CONTRATO: 29<br>TOTAL RR HH BATA GRIS: 29<br>TELEFONO ESTABLECIMIENTO: 2783509<br>NOMBRE DIRECTOR: Dra.FRANCY FABIOLA PACHECO  QUISBERT<br>CELULAR RESPONSABLE: <br>POBLAC PROYEC 2022: 956732<br>LATITUD: -16.52689<br>LONGITUD: -68.10437,,,,,"-1","0","-1",,,LA PAZ    ,LA PAZ                        ,RED - 5 SUR              ,"200642.0",HOSPITAL SEGUNDO NIVEL,Iglesia                       ,2do NIVEL ,No Católica                        ,U,OBRAJES,AV. 14 DE SEPTIEMBRE  C/12,24 Hrs.,CONTINUO,"2.0","2.0","30.0","8.0","12.0","0.0","0.0","0.0","4.0","15.0","17.0","4.0","15.0","17.0","36.0","0.0","29.0","29.0","2783509",Dra.FRANCY FABIOLA PACHECO  QUISBERT,,"956732.0","-16.52689","-68.10437",
-68.071616,-16.542319,HOSPITAL LOS PINOS,DEPARTAMENTO: LA PAZ    <br>MUNICIPIO: LA PAZ                        <br>RED: RED - 5 SUR              <br>CODIGO  ESTABLECIMIENTO: 200751<br>TIPO: HOSPITAL SEGUNDO NIVEL<br>SUB SEC: Público                       <br>NIVEL: 2do NIVEL <br>INSTITUCION: G.A.M.                             <br>AMBITO: U<br>ZONA O BARRIO: Z/SUR LOS PINOS<br>DIRECCION DEL ESTABLECIMIENTO:   CALLE  25 S/N  /  CALLE JOSE AGUIRRE Y MUÑOS REYES <br>HORARIO DE ATENCION: 24 Hrs.<br>HORARIO: CONTINUO<br>No CAMAS EMERGENCIA: 7<br>No CAMAS OBSERVACION: 2<br>No CAMAS INTERNACION: 49<br>No CAMAS UTI: 3<br>No CAMAS UCI: 0<br>No MEDICO C/ITEM: 0<br>No LIC.ENF C/ITEM: 0<br>No AUX ENF C/ITEM: 0<br>No MEDICO C/CONTRATO: 0<br>No LIC ENF C/CONTRATO: 0<br>No AUX ENF C/CONTRATO: 21<br>TOTAL MEDICOS: 0<br>TOTAL LIC ENFERMERAS: 0<br>TOTAL AUX ENFERMERAS: 21<br>TOTAL RR HH BATA BLANCA: 21<br>OTROS RRHH C/ITEM: 0<br>OTROS RRHH C/CONTRATO: 1<br>TOTAL RR HH BATA GRIS: 1<br>TELEFONO ESTABLECIMIENTO: 2771120<br>NOMBRE DIRECTOR: Dra.ROSALIM CAROLA USTAREZ MARTINEZ<br>CELULAR RESPONSABLE: 70644450<br>POBLAC PROYEC 2022: 956732<br>LATITUD: -16.542319<br>LONGITUD: -68.071616,,,,,"-1","0","-1",,,LA PAZ    ,LA PAZ                        ,RED - 5 SUR              ,"200751.0",HOSPITAL SEGUNDO NIVEL,Público                       ,2do NIVEL ,G.A.M.                             ,U,Z/SUR LOS PINOS,  CALLE  25 S/N  /  CALLE JOSE AGUIRRE Y MUÑOS REYES ,24 Hrs.,CONTINUO,"7.0","2.0","49.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","21.0","0.0","0.0","21.0","21.0","0.0","1.0","1.0","2771120",Dra.ROSALIM CAROLA USTAREZ MARTINEZ,"7.064445E7","956732.0","-16.542319","-68.071616",
-68.11297844,-16.52457404,CSBP - CLINICA LA PAZ,DEPARTAMENTO: LA PAZ    <br>MUNICIPIO: LA PAZ                        <br>RED: RED - 5 SUR              <br>CODIGO  ESTABLECIMIENTO: 200880<br>TIPO: HOSPITAL SEGUNDO NIVEL<br>SUB SEC: Seguridad Social (CAJAS)      <br>NIVEL: 2do NIVEL <br>INSTITUCION: Caja de Salud de La Banca Privada  <br>AMBITO: U<br>ZONA O BARRIO: OBRAJES <br>DIRECCION DEL ESTABLECIMIENTO: AV. ORMACHE ENTRE C/2 Y 3<br>HORARIO DE ATENCION: 24 Hrs.<br>HORARIO: CONTINUO<br>No CAMAS EMERGENCIA: 6<br>No CAMAS OBSERVACION: 3<br>No CAMAS INTERNACION: 60<br>No CAMAS UTI: 6<br>No CAMAS UCI: 0<br>No MEDICO C/ITEM: 32<br>No LIC.ENF C/ITEM: 47<br>No AUX ENF C/ITEM: 34<br>No MEDICO C/CONTRATO: 63<br>No LIC ENF C/CONTRATO: 36<br>No AUX ENF C/CONTRATO: 71<br>TOTAL MEDICOS: 95<br>TOTAL LIC ENFERMERAS: 83<br>TOTAL AUX ENFERMERAS: 105<br>TOTAL RR HH BATA BLANCA: 283<br>OTROS RRHH C/ITEM: 39<br>OTROS RRHH C/CONTRATO: 66<br>TOTAL RR HH BATA GRIS: 105<br>TELEFONO ESTABLECIMIENTO: 2782982<br>NOMBRE DIRECTOR: Dr.JOSE NEGRON<br>CELULAR RESPONSABLE: <br>POBLAC PROYEC 2022: 956732<br>LATITUD: -16.52457404<br>LONGITUD: -68.11297844,,,,,"-1","0","-1",,,LA PAZ    ,LA PAZ                        ,RED - 5 SUR              ,"200880.0",HOSPITAL SEGUNDO NIVEL,Seguridad Social (CAJAS)      ,2do NIVEL ,Caja de Salud de La Banca Privada  ,U,OBRAJES ,AV. ORMACHE ENTRE C/2 Y 3,24 Hrs.,CONTINUO,"6.0","3.0","60.0","6.0","0.0","32.0","47.0","34.0","63.0","36.0","71.0","95.0","83.0","105.0","283.0","39.0","66.0","105.0","2782982",Dr.JOSE NEGRON,,"956732.0","-16.52457404","-68.11297844",
